StartTime,EndTime,Asset,AcknowledgedBy,AcknowledgedDate,AreValuesCaptured,BearingATemperature,BearingBTemperature,CanBeAcknowledged,GearboxTemperature,Generator1Temperature,Generator2Temperature,HasChildren,InProblem,IsAcknowledged,IsAnnotated,IsLocked,NacelleTemperature,OverheatedTemperatures,Path,Reason,Severity,TemplateName,TowerBase1Temperature,TurbineName
2024-01-11T01:45:51.4289704Z,2024-01-11T01:55:51.4289703Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,36.86334991455078,60.57359695,FALSE,61.74407196044922,72.32621765136719,72.26042938232422,FALSE,Bearing B,FALSE,FALSE,FALSE,26.56130027770996,Generator 1 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-11T01:55:51.4289703Z,2024-01-11T09:23:09.9430541Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,37.08736801147461,61.33187103271485,TRUE,61.74407196044922,72.98915100097656,73.43309783935547,FALSE,Bearing B,FALSE,FALSE,FALSE,28.248401641845703,Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428]\HighTurbineTemp_GE01_2024-01-10 17:55:51.428,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-11T09:23:09.9430541Z,2024-01-11T09:50:33.4040222Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,40.18050384521485,64.53469848632812,TRUE,61.74407196044922,70.42519379,72.25273895263672,FALSE,Bearing B,FALSE,FALSE,FALSE,29.11292076,Generator 1 Temperature Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428]\HighTurbineTemp_GE01_2024-01-11 01:23:09.943,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-09T08:27:09.0554046Z,2024-01-11T15:46:39.038681Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,59.808380126953125,47.810543060302734,TRUE,58.86017608642578,75.04714965820312,75.45839691,FALSE,Bearing B,FALSE,FALSE,FALSE,23.68465805053711,Bearing A Temperature Bearing B Temperature Generator 1 Temperature Generator 2 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-05 23:42:15.756]\HighTurbineTemp_GE07_2024-01-09 00:27:09.055,,None,Windtopia High Turbine Temperature,0,GE07
2024-01-06T07:42:01.6647796Z,2024-01-11T16:42:51.2941589Z,server.windtopia.ext_c94bf4cd-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,42.384395599365234,44.82668685913086,TRUE,60.359344482421875,66.70924377441406,,FALSE,Bearing B,FALSE,FALSE,FALSE,,Bearing A Temperature Bearing B Temperature Generator 1 Temperature Generator 2 Temperature Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE04_2024-01-05 23:42:01.664]\HighTurbineTemp_GE04_2024-01-05 23:42:01.664,,None,Windtopia High Turbine Temperature,,GE04
2024-01-08T19:44:15.2915191Z,2024-01-11T17:34:49.5733642Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,57.58955764770508,76.82187653,TRUE,63.60521697998047,95.51248931884766,95.98577117919922,FALSE,Bearing B,FALSE,FALSE,FALSE,25.407135009765625,Generator 1 Temperature Generator 2 Temperature Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE02_2024-01-05 23:42:21.015]\HighTurbineTemp_GE02_2024-01-08 11:44:15.291,,None,Windtopia High Turbine Temperature,0,GE02
2024-01-06T07:42:21.015686Z,2024-01-11T17:34:49.5733795Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,38.41677474975586,59.59505462646485,FALSE,,,,TRUE,Bearing B,FALSE,FALSE,FALSE,,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE02_2024-01-05 23:42:21.015],,Warning,Windtopia High Turbine Temperature,,GE02
2024-01-11T17:34:49.5733642Z,2024-01-11T17:34:49.5733795Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,,,TRUE,,99.65539551,99.30761719,FALSE,,FALSE,FALSE,FALSE,29.76935577392578,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE02_2024-01-05 23:42:21.015]\HighTurbineTemp_GE02_2024-01-11 09:34:49.573,,None,Windtopia High Turbine Temperature,0,GE02
2024-01-11T17:25:15.0077512Z,2024-01-11T17:35:15.0077514Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,49.79321289,74.64350128173828,FALSE,61.43978500366211,99.09821319580078,99.10361481,FALSE,Bearing B,FALSE,FALSE,FALSE,29.76935577392578,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE02_2024-01-11 09:35:15.007]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE02
2024-01-11T16:42:51.2941589Z,2024-01-12T02:36:23.036148Z,server.windtopia.ext_c94bf4cd-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,60.068382263183594,65.45331573486328,TRUE,61.28660202026367,101.77014923095705,103.01155090332033,FALSE,Bearing A,FALSE,FALSE,FALSE,39.74162292480469,Bearing B Temperature Generator 1 Temperature Generator 2 Temperature Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE04_2024-01-05 23:42:01.664]\HighTurbineTemp_GE04_2024-01-11 08:42:51.294,,Warning,Windtopia High Turbine Temperature,0,GE04
2024-01-11T15:46:39.038681Z,2024-01-12T07:29:23.3736114Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,62.48789596557617,52.061988830566406,TRUE,63.198875427246094,92.33226776123048,93.13150024414062,FALSE,Bearing A,FALSE,FALSE,FALSE,25.84446907043457,Bearing B Temperature Generator 1 Temperature Generator 2 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-05 23:42:15.756]\HighTurbineTemp_GE07_2024-01-11 07:46:39.038,,Warning,Windtopia High Turbine Temperature,0,GE07
2024-01-11T09:50:33.4040222Z,2024-01-12T11:08:48.2743225Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,40.47370147705078,65.03284454345703,TRUE,60.86429977416992,73.04423522949219,74.39125824,FALSE,Bearing B,FALSE,FALSE,FALSE,29.842679977416992,Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428]\HighTurbineTemp_GE01_2024-01-11 01:50:33.404,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-12T11:08:48.2743225Z,2024-01-12T20:06:34.4651489Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,38.83135223388672,59.769187927246094,TRUE,60.28798294067383,70.52924346923828,69.37305450439453,FALSE,Bearing B,FALSE,FALSE,FALSE,29.61458396911621,Generator 1 Temperature Nacelle Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428]\HighTurbineTemp_GE01_2024-01-12 03:08:48.274,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-12T07:29:23.3736114Z,2024-01-12T23:44:40.4351043Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,59.90859603881836,51.033599853515625,TRUE,60.95827865600586,79.93203735351562,80.54170227050781,FALSE,Bearing B,FALSE,FALSE,FALSE,25.252595901489254,Bearing A Temperature Bearing B Temperature Generator 1 Temperature Generator 2 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-05 23:42:15.756]\HighTurbineTemp_GE07_2024-01-11 23:29:23.373,,None,Windtopia High Turbine Temperature,0,GE07
2024-01-09T14:56:10.0884399Z,2024-01-13T04:09:38.1774597Z,server.windtopia.ext_f16d21ed-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,28.85865592956543,30.172916412353516,TRUE,61.13506317138672,52.92795181274414,54.758018493652344,TRUE,Bearing B,FALSE,FALSE,FALSE,16.332420349121094,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE09_2024-01-09 06:56:10.088],,None,Windtopia High Turbine Temperature,0,GE09
2024-01-11T01:55:51.4289703Z,2024-01-13T05:05:29.1403198Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,37.08736801147461,61.33187103271485,FALSE,61.61065673828125,72.98915100097656,73.43309783935547,TRUE,Bearing B,FALSE,FALSE,FALSE,28.248401641845703,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428],,None,Windtopia High Turbine Temperature,0,GE01
2024-01-12T20:06:34.4651489Z,2024-01-13T05:05:29.1403198Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,38.95594024658203,54.03004074,TRUE,61.45667648,73.23037719726562,72.34282684326172,FALSE,Bearing B,FALSE,FALSE,FALSE,26.862192153930664,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-10 17:55:51.428]\HighTurbineTemp_GE01_2024-01-12 12:06:34.465,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-13T06:33:12.602478Z,2024-01-13T06:43:12.602478Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,37.130027770996094,46.09325408935547,FALSE,57.210845947265625,71.27855682373047,70.00296020507812,FALSE,Bearing B,FALSE,FALSE,FALSE,13.774616241455078,Generator 1 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-12 22:43:12.602]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-13T06:52:59.2936552Z,2024-01-13T07:02:59.2936553Z,server.windtopia.ext_f16d21ed-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,23.998668670654297,21.438987731933594,FALSE,58.42540740966797,69.64586639404297,71.30880737304688,FALSE,None,FALSE,FALSE,FALSE,11.093411445617676,Generator 1 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE09_2024-01-12 23:02:59.293]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE09
2024-01-13T07:02:59.2936553Z,2024-01-13T07:24:35.9134216Z,server.windtopia.ext_f16d21ed-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,23.998668670654297,23.47115135192871,TRUE,58.42540740966797,71.34077453613281,73.61552429199219,FALSE,Generator 1,FALSE,FALSE,FALSE,11.093411445617676,Bearing B Temperature Generator 1 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE09_2024-01-12 23:02:59.293]\HighTurbineTemp_GE09_2024-01-12 23:02:59.293,,None,Windtopia High Turbine Temperature,0,GE09
2024-01-12T23:44:40.4351043Z,2024-01-13T08:26:31.3612365Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,62.51390075683594,50.23710250854492,TRUE,59.926239013671875,109.2141571044922,111.25118255615234,FALSE,Bearing A,FALSE,FALSE,FALSE,18.329795837402344,Bearing B Temperature Generator 1 Temperature Generator 2 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-05 23:42:15.756]\HighTurbineTemp_GE07_2024-01-12 15:44:40.435,,Warning,Windtopia High Turbine Temperature,0,GE07
2024-01-13T06:43:12.602478Z,2024-01-13T08:33:31.6282501Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,36.911834716796875,48.27122497558594,TRUE,57.210845947265625,73.26042175292969,72.26490783691406,TRUE,Bearing B,FALSE,FALSE,FALSE,14.950464248657228,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-12 22:43:12.602],,None,Windtopia High Turbine Temperature,0,GE01
2024-01-13T07:02:59.2936553Z,2024-01-13T10:47:47.0582427Z,server.windtopia.ext_f16d21ed-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,23.998668670654297,23.47115135192871,FALSE,59.21271514892578,71.34077453613281,73.61552429199219,TRUE,Generator 1,FALSE,FALSE,FALSE,11.093411445617676,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE09_2024-01-12 23:02:59.293],,None,Windtopia High Turbine Temperature,0,GE09
2024-01-13T07:24:35.9134216Z,2024-01-13T10:47:47.0582427Z,server.windtopia.ext_f16d21ed-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,23.998668670654297,26.64389991760254,TRUE,60.90446472167969,71.25722504,69.44219207763672,FALSE,Bearing B,FALSE,FALSE,FALSE,11.093411445617676,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE09_2024-01-12 23:02:59.293]\HighTurbineTemp_GE09_2024-01-12 23:24:35.913,,None,Windtopia High Turbine Temperature,0,GE09
2024-01-09T15:04:39.2881317Z,2024-01-13T12:17:57.7454223Z,server.windtopia.ext_e99069a1-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,30.894609451293945,37.18092727661133,TRUE,60.27471160888672,52.81443786621094,53.322776794433594,TRUE,Bearing B,FALSE,FALSE,FALSE,16.352510452270508,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE08_2024-01-09 07:04:39.288],,None,Windtopia High Turbine Temperature,0,GE08
2024-01-11T17:35:15.0077514Z,2024-01-13T13:28:33.1055145Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,49.99869918823242,75.96844482421875,TRUE,,,,TRUE,Bearing B,FALSE,FALSE,FALSE,,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE02_2024-01-11 09:35:15.007],,None,Windtopia High Turbine Temperature,,GE02
2024-01-06T07:42:01.6657104Z,2024-01-13T14:37:16.1809387Z,server.windtopia.ext_d57f510d-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,34.53664016723633,56.23600006103515,TRUE,52.954078674316406,66.30250549316406,66.30250549316406,TRUE,Bearing B,FALSE,FALSE,FALSE,15.455415725708008,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE05_2024-01-05 23:42:01.665],,None,Windtopia High Turbine Temperature,0,GE05
2024-01-13T18:28:23.3748932Z,2024-01-13T18:38:23.3748931Z,server.windtopia.ext_bd3590f9-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,29.48190116882324,27.190954208374023,FALSE,43.62507247924805,41.184547424316406,38.500587463378906,FALSE,Bearing B,FALSE,FALSE,FALSE,11.572046279907228,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE02_2024-01-13 10:38:23.374]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE02
2024-01-06T07:42:15.7569732Z,2024-01-13T23:51:15.542221Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,48.09776688,36,FALSE,59.49988555908203,69.26833344,71.34333801269531,TRUE,Bearing B,FALSE,FALSE,FALSE,,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-05 23:42:15.756],,Warning,Windtopia High Turbine Temperature,,GE07
2024-01-13T08:26:31.3612365Z,2024-01-13T23:51:15.542221Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,59.98701477050781,45.87974548339844,TRUE,55.261810302734375,81.86858367919922,82.38915252685547,FALSE,Bearing B,FALSE,FALSE,FALSE,13.798955917358398,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-05 23:42:15.756]\HighTurbineTemp_GE07_2024-01-13 00:26:31.361,,None,Windtopia High Turbine Temperature,0,GE07
2024-01-14T00:41:39.6399228Z,2024-01-14T00:51:39.639923Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,31.69091225,25.39785385131836,FALSE,47.84008026123047,42.11061477661133,43.25113677978515,FALSE,Bearing B,FALSE,FALSE,FALSE,10.89756679534912,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-13 16:51:39.639]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE07
2024-01-06T07:42:15.7693786Z,2024-01-14T05:50:00.7827453Z,server.windtopia.ext_f7744f9b-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,33.764644622802734,53.68992996,TRUE,58.62719727,69.53749847,71.77814483642578,TRUE,Bearing B,FALSE,FALSE,FALSE,19.581188201904297,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE10_2024-01-05 23:42:15.769],,None,Windtopia High Turbine Temperature,0,GE10
2024-01-14T05:53:17.711853Z,2024-01-14T06:03:17.711853Z,server.windtopia.ext_f7744f9b-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,,,FALSE,,,,FALSE,,FALSE,FALSE,FALSE,,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE10_2024-01-13 22:03:17.711]\Root Cause,,None,Windtopia High Turbine Temperature,,GE10
2024-01-14T00:51:39.639923Z,2024-01-14T09:12:43.2789916Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,31.69091225,25.823741912841797,TRUE,47.84008026123047,43.36865234,44.56776047,TRUE,Bearing B,FALSE,FALSE,FALSE,8.933410645,,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-13 16:51:39.639],,None,Windtopia High Turbine Temperature,0,GE07
2024-01-14T10:05:07.2768708Z,2024-01-14T10:15:07.2768707Z,server.windtopia.ext_db925a85-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,31.69091225,25.44273567199707,FALSE,47.84008026123047,42.09758377075195,43.26600646972656,FALSE,Bearing B,FALSE,FALSE,FALSE,8.344765663146973,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE07_2024-01-14 02:15:07.276]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE07
2024-01-14T12:44:43.3115384Z,2024-01-14T12:54:43.3115386Z,server.windtopia.ext_f16d21ed-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,35.02179718017578,25.570213317871097,FALSE,50.261966705322266,45.12620926,44.98667907714844,FALSE,Bearing B,FALSE,FALSE,FALSE,11.042354583740234,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE09_2024-01-14 04:54:43.311]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE09
2024-01-14T12:57:42.5224606Z,2024-01-14T13:07:42.5224609Z,server.windtopia.ext_e99069a1-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,28.44982147216797,27.103965759277344,FALSE,56.13823699951172,41.712886810302734,42.62229919433594,FALSE,Bearing B,FALSE,FALSE,FALSE,13.59064007,Bearing B Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE08_2024-01-14 05:07:42.522]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE08
2024-01-14T14:15:18.302551Z,2024-01-14T14:25:18.3025512Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,29.121776580810547,49.03075027,FALSE,57.203487396240234,70.07015228271484,69.09495544433594,FALSE,Bearing B,FALSE,FALSE,FALSE,18.93639373779297,Generator 1 Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE01_2024-01-14 06:25:18.302]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE01
2024-01-14T17:50:18.127609Z,2024-01-14T18:00:18.1276092Z,server.windtopia.ext_d57f510d-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,TRUE,58.15404510498047,21.17215156555176,FALSE,42.64146805,48.14328384399414,47.657466888427734,FALSE,None,FALSE,FALSE,FALSE,8.937106132507324,Bearing A Temperature,\\DFPIAFSERVERPRD\Power Generation\EventFrames[HighTurbineTemp_GE05_2024-01-14 10:00:18.127]\Root Cause,,None,Windtopia High Turbine Temperature,0,GE05
