StartTime,EndTime,Asset,AcknowledgedBy,AcknowledgedDate,ActivePower,ActivePower10minrollingavg,AreValuesCaptured,AveragePrice,AverageWindSpeed,CanBeAcknowledged,ExpectedPower,ExpectedPower10minrollingavg,HasChildren,IsAcknowledged,IsAnnotated,IsLocked,Manufacturer,OperatingState,Path,PowerRated,Price,RevenueDelta,Severity,TemplateName,TotalRevenueLoss,Turbine,WindFarm,WindSpeed
2024-01-11T23:47:00Z,2024-01-12T00:14:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1528.332031,1438.1175549136524,TRUE,32.58872162081585,11.71857664535045,FALSE,1442.1603242281562,1460.8031123622443,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-11 15:47:00],1500,31.57654416978624,2.721004712961129,None,Windtopia Low Production,-1.360251326,GE01,Big Buffalo Wind Farm,11.455638885498049
2024-01-12T03:45:00Z,2024-01-12T04:50:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1479.2279034958608,-2.003339052,TRUE,28.84188683715181,10.933431636241272,FALSE,1483.3687571978624,1094.4998658610448,FALSE,FALSE,FALSE,FALSE,Truvale,Idling Mode,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-11 19:45:00],1500,29.00964870147705,-25.55816615,None,Windtopia Low Production,-39.85730857,GE01,Big Buffalo Wind Farm,12.080493927001951
2024-01-12T05:26:00Z,2024-01-12T06:04:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,725.9606323242188,749.0913759728589,TRUE,29.543902674589045,9.356881323,FALSE,647.4606610096671,905.6256469998542,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-11 21:26:00],1500,30.075951609293615,2.360961338587393,None,Windtopia Low Production,-3.318581572,GE01,Big Buffalo Wind Farm,9.388811111450195
2024-01-12T06:18:00Z,2024-01-12T07:00:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1502.7022801008568,1258.1612508182643,TRUE,32.25778054690798,10.77349318491871,FALSE,1488.63452,1389.2751950547208,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-11 22:18:00],1500,34.35429773228963,1.162997043715519,None,Windtopia Low Production,-3.031191595,GE01,Big Buffalo Wind Farm,11.985806465148926
2024-01-12T07:04:00Z,2024-01-12T07:42:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,579.7211303710938,1020.4559403399554,TRUE,36.26420402858604,10.667404630250536,FALSE,468.1450319457672,1220.1194669863949,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-11 23:04:00],1500,36.78981904970805,4.104864471,None,Windtopia Low Production,-4.413999459,GE01,Big Buffalo Wind Farm,7.548429012298584
2024-01-12T08:19:00Z,2024-01-12T08:41:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,682.8163495047644,1046.958737386623,TRUE,37.54575551422004,10.134826461737848,FALSE,542.8588802450267,1265.4469517842158,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 00:19:00],1500,38.66590786,2.229567498131363,None,Windtopia Low Production,-2.631866276,GE01,Big Buffalo Wind Farm,8.790706634521484
2024-01-12T10:25:00Z,2024-01-12T11:06:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,442.4581298828125,392.64641039987026,TRUE,46.60198899442691,9.053653972,FALSE,346.89003728413354,506.89781434528265,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 02:25:00],1500,47.60296067793104,4.5493241540397875,None,Windtopia Low Production,-5.195631611,GE01,Big Buffalo Wind Farm,6.914718151092529
2024-01-12T12:07:00Z,2024-01-12T12:28:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,258.3945342446963,253.19972583355215,TRUE,45.407318823222845,6.407564182393927,FALSE,304.02588617093795,321.6002794074172,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 04:07:00],1500,44.705516456392075,-2.039973154,None,Windtopia Low Production,-0.91621533,GE01,Big Buffalo Wind Farm,6.626109600067139
2024-01-12T12:29:00Z,2024-01-12T13:46:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,39.47603225708008,72.38187831315287,TRUE,40.78505797328991,3.0504626559871384,FALSE,5.611588539714438,71.53629081468493,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 04:29:00],1500,37.95276870456272,1.2852493997138603,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,3.3725099563598633
2024-01-12T13:50:00Z,2024-01-12T14:16:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,181.5718850072602,37.025470421501225,TRUE,37.09542071762403,4.340677260249837,FALSE,236.0482640818439,44.92020205503058,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 05:50:00],1500,36.53172895439996,0.8104925490104365,None,Windtopia Low Production,-0.185852249,GE01,Big Buffalo Wind Farm,6.124976158
2024-01-12T14:17:00Z,2024-01-12T15:22:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,128.2352752685547,168.90332736056993,TRUE,36.30723878315211,3.911684521980446,FALSE,98.08585733088064,109.27770272710544,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 06:17:00],1500,36.40876260070801,1.0977030002423025,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,4.731928825378418
2024-01-12T15:26:00Z,2024-01-12T15:55:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,146.62594604492188,69.13791936003207,TRUE,36.12875507721633,5.006751197854474,FALSE,116.1597411473416,70.37911492097288,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 07:26:00],1500,35.891275995890304,1.0934709685263984,None,Windtopia Low Production,-0.203031849,GE01,Big Buffalo Wind Farm,4.936981201171875
2024-01-12T16:18:00Z,2024-01-12T18:05:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,166.7219464268218,141.2746193273126,TRUE,40.373981864899946,2.772299712758612,FALSE,125.01418167210647,112.85389943815132,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 08:18:00],1500,51.739929006242605,1.8472079706584972,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,5.435706615447998
2024-01-13T02:05:00Z,2024-01-13T05:59:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1530.6146240234375,-3.001286507,TRUE,24.946045008120024,14.323984495956765,FALSE,1500,1455.323914713902,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 18:05:00],1500,25.695175294240315,0.7866481308494873,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,15.73492431640625
2024-01-13T06:03:00Z,2024-01-13T06:31:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1530.2276611328125,1522.825560662136,TRUE,26.215274487001334,16.32245689377588,FALSE,1500,1500,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 22:03:00],1500,26.677218367258707,0.8063899167715377,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,16.17663002
2024-01-13T07:47:00Z,2024-01-14T13:35:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1534.601563,699.9366295223114,TRUE,37.35004072528075,13.037946343409152,FALSE,1500,1464.6032587257782,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-12 23:47:00],1500,30.37127451133728,1.0508935532086938,None,Windtopia Low Production,-1504.426828,GE01,Big Buffalo Wind Farm,14.22771453857422
2024-01-14T13:49:00Z,2024-01-14T14:12:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1537.284423828125,1522.628921641706,TRUE,30.724731884103537,14.338945370678044,FALSE,1500,1497.3779629335904,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-14 05:49:00],1500,30.77872005119324,1.147566843275898,None,Windtopia Low Production,0.2437573215040566,GE01,Big Buffalo Wind Farm,14.218742370605469
2024-01-14T18:39:00Z,2024-01-14T19:01:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,742.5197143554688,1026.5347484004967,TRUE,53.39938231,9.778970780815708,FALSE,641.2926195048476,1127.6993696964416,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-14 10:39:00],1500,52.46951892225478,5.311336968709545,None,Windtopia Low Production,-1.948379992,GE01,Big Buffalo Wind Farm,8.263355255126953
2024-01-15T00:09:00Z,2024-01-15T01:15:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,61.64701461791992,108.63618309767416,TRUE,25.30397694545687,6.664524640125555,FALSE,20.973112217521447,112.98023733118616,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-14 16:09:00],1500,24.413318819808957,0.9929849469467208,None,Windtopia Low Production,-0.868971126,GE01,Big Buffalo Wind Farm,3.740400791168213
2024-01-15T02:46:00Z,2024-01-15T03:15:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,55.353668212890625,33.53412141434038,TRUE,20.20647784678758,3.470211862742583,FALSE,16.257530670474495,19.50723979704571,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-14 18:46:00],1500,19.919464935472277,0.7787741408885593,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,3.654964685440063
2024-01-16T17:44:00Z,2024-01-16T22:23:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,98.17551422,109.09318478164758,TRUE,35.10751382642937,3.235095342837272,FALSE,77.55386122626288,116.85473963150652,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-16 09:44:00],1500,27.344803231133355,0.892433612,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,4.492931365966797
2024-01-16T22:24:00Z,2024-01-17T01:45:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,157.41567993164062,225.2493798274597,TRUE,22.36548984985102,6.4365968520404415,FALSE,121.11268645743051,310.1473403834232,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-16 14:24:00],1500,13.938670900768704,0.5060154787497685,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,4.992436886
2024-01-17T01:58:00Z,2024-01-17T02:23:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,105.44450378417967,152.5495257,TRUE,12.228361582257683,5.593203115019278,FALSE,66.08517981,174.57568893155883,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-16 17:58:00],1500,11.49535341559516,0.45244933930856185,None,Windtopia Low Production,-0.050512695,GE01,Big Buffalo Wind Farm,4.356526851654053
2024-01-17T02:44:00Z,2024-01-17T03:26:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,241.1387176513672,349.21133165948635,TRUE,10.01289504,5.659152416038252,FALSE,197.39069331285737,420.4978784713568,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-16 18:44:00],1500,9.398901219685872,0.4111833593140672,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,5.787773609161377
2024-01-17T03:45:00Z,2024-01-17T04:22:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,414.9576110839844,392.89721705864355,TRUE,8.818801026540633,7.750371584948496,FALSE,349.16908970731583,433.4626693697742,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-16 19:45:00],1500,8.578664954630533,0.564377683,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,6.9282941818237305
2024-01-17T17:37:00Z,2024-01-17T18:19:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,711.8479564244788,858.8455773167954,TRUE,37.02903939,10.23932111274309,FALSE,660.2441424640692,1089.5006207340657,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-17 09:37:00],1500,39.80696187845866,3.467807318335686,None,Windtopia Low Production,-5.438125598,GE01,Big Buffalo Wind Farm,9.058423042297363
2024-01-17T18:24:00Z,2024-01-17T18:51:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,787.6005360170294,984.4683617107812,TRUE,39.56861677250066,10.27129477692019,FALSE,741.2640217533135,1217.9774398109726,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-17 10:24:00],1500,38.67125673319499,1.791888626042183,None,Windtopia Low Production,-4.016229551,GE01,Big Buffalo Wind Farm,8.625046730041504
2024-01-17T18:52:00Z,2024-01-17T20:04:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,521.2012939453125,513.1331601966947,TRUE,36.316766804952934,8.820089346517333,FALSE,371.83151326088864,649.5349859672054,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-17 10:52:00],1500,34.41151879870097,5.140041015979892,None,Windtopia Low Production,-8.405321332,GE01,Big Buffalo Wind Farm,7.059151649475098
2024-01-18T07:02:00Z,2024-01-18T07:30:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,691.7609863,1063.1165732036834,TRUE,28.004531232558943,10.310608809809723,FALSE,715.4168172374548,1200.845652910394,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-17 23:02:00],1500,29.475341547902424,1.718250498118327,None,Windtopia Low Production,-1.828682738,GE01,Big Buffalo Wind Farm,8.522552490234375
2024-01-18T10:53:00Z,2024-01-18T12:10:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1530.5460122295667,1.250340700149536,TRUE,32.37417817,13.085822151881668,FALSE,1500,1458.5310382989646,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-18 02:53:00],1500,32.00514353752136,0.6285775810243911,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,14.913263320922852
2024-01-18T12:36:00Z,2024-01-18T13:15:00Z,server.windtopia.ext_b4873d35-0e35-11eb-9383-f48c50815f37,,1970-01-01T00:00:00Z,1531.5008544921875,1501.4077833321676,TRUE,30.933269245066683,14.072632040215526,FALSE,1500,1495.7489836588672,FALSE,FALSE,FALSE,FALSE,Truvale,Load Operation,\\DFPIAFSERVERPRD\Power Generation\EventFrames[Low Productionl_GE01 2024-01-18 04:36:00],1500,30.42195172814263,0.9583174747565733,None,Windtopia Low Production,,GE01,Big Buffalo Wind Farm,13.419292449951172
